0.380 0.00866121 -0.04642429 1.01950107
0.381 0.00870257 -0.04640057 1.01947688
0.382 0.00874400 -0.04637679 1.01945264
0.383 0.00878549 -0.04635296 1.01942835
0.384 0.00882704 -0.04632908 1.01940401
0.385 0.00886865 -0.04630515 1.01937961
0.386 0.00891033 -0.04628117 1.01935517
0.387 0.00895207 -0.04625715 1.01933068
0.388 0.00899387 -0.04623307 1.01930613
0.389 0.00903573 -0.04620894 1.01928154
0.390 0.00907765 -0.04618476 1.01925690
0.391 0.00911963 -0.04616053 1.01923220
0.392 0.00916167 -0.04613626 1.01920746
0.393 0.00920377 -0.04611193 1.01918266
0.394 0.00924593 -0.04608755 1.01915782
0.395 0.00928815 -0.04606313 1.01913293
0.396 0.00933043 -0.04603866 1.01910799
0.397 0.00937277 -0.04601413 1.01908300
0.398 0.00941516 -0.04598956 1.01905795
0.399 0.00945762 -0.04596494 1.01903286
0.400 0.00950012 -0.04594027 1.01900773
0.401 0.00954269 -0.04591555 1.01898254
0.402 0.00958531 -0.04589078 1.01895730
0.403 0.00962799 -0.04586597 1.01893202
0.404 0.00967073 -0.04584111 1.01890668
0.405 0.00971351 -0.04581619 1.01888130
0.406 0.00975636 -0.04579123 1.01885587
0.407 0.00979926 -0.04576623 1.01883039
0.408 0.00984221 -0.04574117 1.01880486
0.409 0.00988522 -0.04571607 1.01877929
0.410 0.00992828 -0.04569091 1.01875366
0.411 0.00997139 -0.04566572 1.01872799
0.412 0.01001455 -0.04564047 1.01870227
0.413 0.01005777 -0.04561518 1.01867651
0.414 0.01010104 -0.04558983 1.01865069
0.415 0.01014436 -0.04556444 1.01862483
0.416 0.01018773 -0.04553901 1.01859892
0.417 0.01023116 -0.04551353 1.01857296
0.418 0.01027463 -0.04548800 1.01854696
0.419 0.01031815 -0.04546242 1.01852091
0.420 0.01036173 -0.04543680 1.01849481
0.421 0.01040535 -0.04541113 1.01846867
0.422 0.01044902 -0.04538541 1.01844248
0.423 0.01049274 -0.04535965 1.01841624
0.424 0.01053650 -0.04533384 1.01838995
0.425 0.01058032 -0.04530798 1.01836362
0.426 0.01062418 -0.04528208 1.01833725
0.427 0.01066809 -0.04525613 1.01831082
0.428 0.01071204 -0.04523014 1.01828436
0.429 0.01075605 -0.04520410 1.01825784
0.430 0.01080009 -0.04517802 1.01823128
0.431 0.01084418 -0.04515189 1.01820467
0.432 0.01088832 -0.04512571 1.01817802
0.433 0.01093250 -0.04509949 1.01815132
0.434 0.01097673 -0.04507322 1.01812458
0.435 0.01102100 -0.04504691 1.01809779
0.436 0.01106531 -0.04502055 1.01807096
0.437 0.01110966 -0.04499415 1.01804408
0.438 0.01115406 -0.04496771 1.01801716
0.439 0.01119850 -0.04494121 1.01799019
0.440 0.01124298 -0.04491468 1.01796318
0.441 0.01128750 -0.04488810 1.01793612
0.442 0.01133206 -0.04486147 1.01790902
0.443 0.01137667 -0.04483480 1.01788187
0.444 0.01142131 -0.04480809 1.01785468
0.445 0.01146599 -0.04478133 1.01782744
0.446 0.01151072 -0.04475453 1.01780017
0.447 0.01155548 -0.04472769 1.01777284
0.448 0.01160028 -0.04470080 1.01774548
0.449 0.01164511 -0.04467386 1.01771807
0.450 0.01168999 -0.04464689 1.01769061
0.451 0.01173490 -0.04461987 1.01766312
0.452 0.01177985 -0.04459281 1.01763557
0.453 0.01182483 -0.04456570 1.01760799
0.454 0.01186985 -0.04453855 1.01758036
0.455 0.01191491 -0.04451136 1.01755269
0.456 0.01196000 -0.04448412 1.01752498
0.457 0.01200513 -0.04445685 1.01749723
0.458 0.01205029 -0.04442953 1.01746943
0.459 0.01209548 -0.04440216 1.01744159
0.460 0.01214071 -0.04437476 1.01741370
0.461 0.01218597 -0.04434731 1.01738578
0.462 0.01223126 -0.04431982 1.01735781
0.463 0.01227658 -0.04429229 1.01732980
0.464 0.01232194 -0.04426471 1.01730175
0.465 0.01236733 -0.04423710 1.01727366
0.466 0.01241274 -0.04420944 1.01724552
0.467 0.01245819 -0.04418174 1.01721735
0.468 0.01250367 -0.04415400 1.01718913
0.469 0.01254918 -0.04412622 1.01716087
0.470 0.01259471 -0.04409839 1.01713257
0.471 0.01264028 -0.04407053 1.01710423
0.472 0.01268587 -0.04404262 1.01707584
0.473 0.01273150 -0.04401468 1.01704742
0.474 0.01277714 -0.04398669 1.01701896
0.475 0.01282282 -0.04395866 1.01699045
0.476 0.01286852 -0.04393059 1.01696191
0.477 0.01291425 -0.04390248 1.01693332
0.478 0.01296000 -0.04387433 1.01690469
0.479 0.01300578 -0.04384614 1.01687603
0.480 0.01305159 -0.04381791 1.01684732
0.481 0.01309741 -0.04378964 1.01681858
0.482 0.01314327 -0.04376133 1.01678979
0.483 0.01318914 -0.04373298 1.01676097
0.484 0.01323504 -0.04370460 1.01673210
0.485 0.01328096 -0.04367617 1.01670320
0.486 0.01332690 -0.04364770 1.01667425
0.487 0.01337287 -0.04361919 1.01664527
0.488 0.01341885 -0.04359064 1.01661625
0.489 0.01346486 -0.04356206 1.01658719
0.490 0.01351088 -0.04353343 1.01655809
0.491 0.01355693 -0.04350477 1.01652895
0.492 0.01360300 -0.04347607 1.01649978
0.493 0.01364908 -0.04344733 1.01647056
0.494 0.01369518 -0.04341855 1.01644131
0.495 0.01374130 -0.04338973 1.01641202
0.496 0.01378744 -0.04336087 1.01638269
0.497 0.01383360 -0.04333198 1.01635332
0.498 0.01387977 -0.04330305 1.01632392
0.499 0.01392596 -0.04327408 1.01629447
0.500 0.01397216 -0.04324507 1.01626499
0.501 0.01401838 -0.04321602 1.01623548
0.502 0.01406462 -0.04318694 1.01620592
0.503 0.01411086 -0.04315782 1.01617633
0.504 0.01415713 -0.04312866 1.01614670
0.505 0.01420340 -0.04309947 1.01611704
0.506 0.01424969 -0.04307024 1.01608733
0.507 0.01429599 -0.04304097 1.01605759
0.508 0.01434231 -0.04301166 1.01602782
0.509 0.01438863 -0.04298232 1.01599801
0.510 0.01443497 -0.04295294 1.01596816
0.511 0.01448132 -0.04292353 1.01593828
0.512 0.01452767 -0.04289408 1.01590836
0.513 0.01457404 -0.04286459 1.01587840
0.514 0.01462042 -0.04283507 1.01584841
0.515 0.01466680 -0.04280551 1.01581838
0.516 0.01471319 -0.04277591 1.01578832
0.517 0.01475960 -0.04274628 1.01575822
0.518 0.01480600 -0.04271662 1.01572809
0.519 0.01485242 -0.04268692 1.01569792
0.520 0.01489884 -0.04265718 1.01566772
0.521 0.01494527 -0.04262741 1.01563748
0.522 0.01499170 -0.04259760 1.01560721
0.523 0.01503814 -0.04256776 1.01557690
0.524 0.01508458 -0.04253788 1.01554656
0.525 0.01513103 -0.04250797 1.01551618
0.526 0.01517748 -0.04247803 1.01548577
0.527 0.01522393 -0.04244805 1.01545533
0.528 0.01527039 -0.04241803 1.01542485
0.529 0.01531685 -0.04238798 1.01539434
0.530 0.01536331 -0.04235790 1.01536379
0.531 0.01540977 -0.04232778 1.01533322
0.532 0.01545623 -0.04229763 1.01530260
0.533 0.01550269 -0.04226745 1.01527196
0.534 0.01554916 -0.04223723 1.01524128
0.535 0.01559562 -0.04220698 1.01521057
0.536 0.01564208 -0.04217670 1.01517983
0.537 0.01568854 -0.04214638 1.01514905
0.538 0.01573499 -0.04211603 1.01511824
0.539 0.01578144 -0.04208565 1.01508740
0.540 0.01582789 -0.04205524 1.01505653
